DRXFDCD,foodcode,food_description,CYCLE
25210620,25210290,"Hot dog, reduced fat",17_20
25210750,25210290,"Hot dog, reduced fat",17_20
25220445,25220435,"Bologna, reduced sodium",17_20
25230540,25230550,"Spam, reduced sodium",17_20
26100121,26100120,"Fish, NS as to type, baked or broiled",17_20
26100122,26100120,"Fish, NS as to type, baked or broiled",17_20
26100123,26100120,"Fish, NS as to type, baked or broiled",17_20
26100124,26100120,"Fish, NS as to type, baked or broiled",17_20
26100131,26100130,"Fish, NS as to type, baked or broiled, coated",17_20
26100132,26100130,"Fish, NS as to type, baked or broiled, coated",17_20
26100133,26100130,"Fish, NS as to type, baked or broiled, coated",17_20
26100134,26100130,"Fish, NS as to type, baked or broiled, coated",17_20
26100141,26100140,"Fish, NS as to type, fried",17_20
26100142,26100140,"Fish, NS as to type, fried",17_20
26100143,26100140,"Fish, NS as to type, fried",17_20
26100144,26100140,"Fish, NS as to type, fried",17_20
26100170,26100190,"Fish, smoked",17_20
26100200,26100140,"Fish, NS as to type, fried",17_20
26100260,26100270,"Fish, stick",17_20
26101180,26101110,"Fish, anchovy",17_20
26105120,26105110,"Fish, carp",17_20
26105121,26105110,"Fish, carp",17_20
26105130,26105110,"Fish, carp",17_20
26105131,26105110,"Fish, carp",17_20
26105140,26105110,"Fish, carp",17_20
26105160,26105110,"Fish, carp",17_20
26105190,26100190,"Fish, smoked",17_20
26107121,26107120,"Fish, catfish, baked or broiled",17_20
26107122,26107120,"Fish, catfish, baked or broiled",17_20
26107124,26107120,"Fish, catfish, baked or broiled",17_20
26107131,26107130,"Fish, catfish, baked or broiled, coated",17_20
26107132,26107130,"Fish, catfish, baked or broiled, coated",17_20
26107133,26107130,"Fish, catfish, baked or broiled, coated",17_20
26107134,26107130,"Fish, catfish, baked or broiled, coated",17_20
26107141,26107140,"Fish, catfish, fried",17_20
26107142,26107140,"Fish, catfish, fried",17_20
26107143,26107140,"Fish, catfish, fried",17_20
26107144,26107140,"Fish, catfish, fried",17_20
26109121,26109120,"Fish, cod, baked or broiled",17_20
26109122,26109120,"Fish, cod, baked or broiled",17_20
26109124,26109120,"Fish, cod, baked or broiled",17_20
26109131,26109130,"Fish, cod, baked or broiled, coated",17_20
26109132,26109130,"Fish, cod, baked or broiled, coated",17_20
26109133,26109130,"Fish, cod, baked or broiled, coated",17_20
26109134,26109130,"Fish, cod, baked or broiled, coated",17_20
26109141,26109140,"Fish, cod, fried",17_20
26109142,26109140,"Fish, cod, fried",17_20
26109143,26109140,"Fish, cod, fried",17_20
26109144,26109140,"Fish, cod, fried",17_20
26109170,26100190,"Fish, smoked",17_20
26109180,26109160,"Fish, cod, steamed",17_20
26109190,26100190,"Fish, smoked",17_20
26111120,26111110,"Fish, croaker",17_20
26111121,26111110,"Fish, croaker",17_20
26111130,26111110,"Fish, croaker",17_20
26111131,26111110,"Fish, croaker",17_20
26111140,26111110,"Fish, croaker",17_20
26111160,26111110,"Fish, croaker",17_20
26113160,26113110,"Fish, eel",17_20
26113190,26100190,"Fish, smoked",17_20
26115000,26100100,"Fish, raw",17_20
26115121,26115120,"Fish, flounder, baked or broiled",17_20
26115122,26115120,"Fish, flounder, baked or broiled",17_20
26115124,26115120,"Fish, flounder, baked or broiled",17_20
26115131,26115130,"Fish, flounder, baked or broiled, coated",17_20
26115132,26115130,"Fish, flounder, baked or broiled, coated",17_20
26115133,26115130,"Fish, flounder, baked or broiled, coated",17_20
26115134,26115130,"Fish, flounder, baked or broiled, coated",17_20
26115141,26115140,"Fish, flounder, fried",17_20
26115142,26115140,"Fish, flounder, fried",17_20
26115143,26115140,"Fish, flounder, fried",17_20
26115144,26115140,"Fish, flounder, fried",17_20
26115190,26100190,"Fish, smoked",17_20
26117131,26117130,"Fish, haddock, baked or broiled, coated",17_20
26117190,26100190,"Fish, smoked",17_20
26118000,26100100,"Fish, raw",17_20
26118020,26118010,"Fish, halibut",17_20
26118021,26118010,"Fish, halibut",17_20
26118022,26118010,"Fish, halibut",17_20
26118023,26118010,"Fish, halibut",17_20
26118024,26118010,"Fish, halibut",17_20
26118030,26118010,"Fish, halibut",17_20
26118031,26118010,"Fish, halibut",17_20
26118032,26118010,"Fish, halibut",17_20
26118033,26118010,"Fish, halibut",17_20
26118034,26118010,"Fish, halibut",17_20
26118040,26118010,"Fish, halibut",17_20
26118041,26118010,"Fish, halibut",17_20
26118042,26118010,"Fish, halibut",17_20
26118043,26118010,"Fish, halibut",17_20
26118044,26118010,"Fish, halibut",17_20
26118050,26118010,"Fish, halibut",17_20
26118060,26100190,"Fish, smoked",17_20
26119100,26100100,"Fish, raw",17_20
26119120,26119110,"Fish, herring",17_20
26119121,26119110,"Fish, herring",17_20
26119130,26119110,"Fish, herring",17_20
26119131,26119110,"Fish, herring",17_20
26119140,26119110,"Fish, herring",17_20
26119160,26119180,"Fish, pickled",17_20
26119170,26100190,"Fish, smoked",17_20
26119190,26100190,"Fish, smoked",17_20
26121100,26100100,"Fish, raw",17_20
26121132,26121131,"Fish, mackerel, baked or broiled, coated",17_20
26121160,26119180,"Fish, pickled",17_20
26121190,26100190,"Fish, smoked",17_20
26123100,26100100,"Fish, raw",17_20
26123120,26123110,"Fish, mullet",17_20
26123121,26123110,"Fish, mullet",17_20
26123130,26123110,"Fish, mullet",17_20
26123131,26123110,"Fish, mullet",17_20
26123140,26123110,"Fish, mullet",17_20
26123160,26100160,"Fish, NS as to type, steamed",17_20
26125100,26100100,"Fish, raw",17_20
26125110,26127110,"Fish, perch, NFS",17_20
26125120,26127120,"Fish, perch, baked or broiled",17_20
26125121,26127120,"Fish, perch, baked or broiled",17_20
26125130,26127130,"Fish, perch, baked or broiled, coated",17_20
26125131,26127130,"Fish, perch, baked or broiled, coated",17_20
26125140,26127140,"Fish, perch, fried",17_20
26125160,26127160,"Fish, perch, steamed",17_20
26127121,26127120,"Fish, perch, baked or broiled",17_20
26127122,26127120,"Fish, perch, baked or broiled",17_20
26127124,26127120,"Fish, perch, baked or broiled",17_20
26127131,26127130,"Fish, perch, baked or broiled, coated",17_20
26127132,26127130,"Fish, perch, baked or broiled, coated",17_20
26127133,26127130,"Fish, perch, baked or broiled, coated",17_20
26127134,26127130,"Fish, perch, baked or broiled, coated",17_20
26127141,26127140,"Fish, perch, fried",17_20
26127142,26127140,"Fish, perch, fried",17_20
26127143,26127140,"Fish, perch, fried",17_20
26127144,26127140,"Fish, perch, fried",17_20
26129120,26129110,"Fish, pike",17_20
26129121,26129110,"Fish, pike",17_20
26129130,26129110,"Fish, pike",17_20
26129131,26129110,"Fish, pike",17_20
26129140,26129110,"Fish, pike",17_20
26129160,26129110,"Fish, pike",17_20
26131100,26100100,"Fish, raw",17_20
26131131,26131130,"Fish, pompano, baked or broiled, coated",17_20
26131190,26100190,"Fish, smoked",17_20
26133100,26100100,"Fish, raw",17_20
26133120,26133110,"Fish, snapper",17_20
26133121,26133110,"Fish, snapper",17_20
26133130,26133110,"Fish, snapper",17_20
26133131,26133110,"Fish, snapper",17_20
26133140,26133110,"Fish, snapper",17_20
26133160,26133110,"Fish, snapper",17_20
26135110,26100120,"Fish, NS as to type, baked or broiled",17_20
26135120,26100120,"Fish, NS as to type, baked or broiled",17_20
26135121,26100120,"Fish, NS as to type, baked or broiled",17_20
26135130,26100120,"Fish, NS as to type, baked or broiled",17_20
26135131,26100130,"Fish, NS as to type, baked or broiled, coated",17_20
26135140,26100140,"Fish, NS as to type, fried",17_20
26135160,26100160,"Fish, NS as to type, steamed",17_20
26137121,26137120,"Fish, salmon, baked or broiled",17_20
26137122,26137120,"Fish, salmon, baked or broiled",17_20
26137124,26137120,"Fish, salmon, baked or broiled",17_20
26137131,26137130,"Fish, salmon, baked or broiled, coated",17_20
26137132,26137130,"Fish, salmon, baked or broiled, coated",17_20
26137133,26137130,"Fish, salmon, baked or broiled, coated",17_20
26137134,26137130,"Fish, salmon, baked or broiled, coated",17_20
26137141,26137140,"Fish, salmon, fried",17_20
27550740,27550720,Tuna salad sandwich on white,17_20
27550745,27550730,"Tuna salad sandwich on white, with cheese",17_20
27564002,27564001,"Hot dog sandwich, NFS, on wheat bun",17_20
27564003,27564001,"Hot dog sandwich, NFS, on wheat bun",17_20
27564004,27564001,"Hot dog sandwich, NFS, on wheat bun",17_20
27564030,27564020,"Hot dog sandwich, NFS, on wheat bread",17_20
27564040,27564020,"Hot dog sandwich, NFS, on wheat bread",17_20
27564050,27564020,"Hot dog sandwich, NFS, on wheat bread",17_20
27564062,27564061,"Hot dog sandwich, beef, on wheat bun",17_20
27564063,27564061,"Hot dog sandwich, beef, on wheat bun",17_20
27564064,27564061,"Hot dog sandwich, beef, on wheat bun",17_20
27564090,27564080,"Hot dog sandwich, beef, on wheat bread",17_20
27564100,27564080,"Hot dog sandwich, beef, on wheat bread",17_20
27564110,27564080,"Hot dog sandwich, beef, on wheat bread",17_20
27564120,27564180,"Hot dog sandwich, meat and poultry, on white bun",17_20
27564121,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564122,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564123,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564124,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564130,27564190,"Hot dog sandwich, meat and poultry, on white bread",17_20
27564140,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564150,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564160,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564170,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564182,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564183,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564184,27564181,"Hot dog sandwich, meat and poultry, on wheat bun",17_20
27564210,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564220,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564230,27564200,"Hot dog sandwich, meat and poultry, on wheat bread",17_20
27564242,27564241,"Hot dog sandwich, turkey, on wheat bun",17_20
27564243,27564241,"Hot dog sandwich, turkey, on wheat bun",17_20
27564244,27564241,"Hot dog sandwich, turkey, on wheat bun",17_20
27564270,27564260,"Hot dog sandwich, turkey, on wheat bread",17_20
27564280,27564260,"Hot dog sandwich, turkey, on wheat bread",17_20
27564290,27564260,"Hot dog sandwich, turkey, on wheat bread",17_20
27564302,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564303,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564304,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564330,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564340,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564350,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564360,27564300,"Hot dog sandwich, reduced fat, on white bun",17_20
27564361,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564362,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564363,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564364,27564301,"Hot dog sandwich, reduced fat, on wheat bun",17_20
27564370,27564310,"Hot dog sandwich, reduced fat, on white bread",17_20
27564380,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564390,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564400,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564410,27564320,"Hot dog sandwich, reduced fat, on wheat bread",17_20
27564418,27564300,"Hot dog sandwich, reduced fat, on white bun",17_20
27564442,27564441,"Chili hot dog sandwich, on wheat bun",17_20
27564443,27564441,"Chili hot dog sandwich, on wheat bun",17_20
27564444,27564441,"Chili hot dog sandwich, on wheat bun",17_20
27564470,27564460,"Chili hot dog sandwich, on wheat bread",17_20
27564480,27564460,"Chili hot dog sandwich, on wheat bread",17_20
27564490,27564460,"Chili hot dog sandwich, on wheat bread",17_20
27601000,76700000,"Toddler meal, NFS",17_20
27610100,76407080,Baby Toddler vegetables and meat,17_20
27610110,76407080,Baby Toddler vegetables and meat,17_20
27610120,76407080,Baby Toddler vegetables and meat,17_20
27610710,76407080,Baby Toddler vegetables and meat,17_20
27610730,76702100,"Toddler meal, meat and vegetables",17_20
27640050,76407080,Baby Toddler vegetables and meat,17_20
27640100,76407080,Baby Toddler vegetables and meat,17_20
27640110,76407080,Baby Toddler vegetables and meat,17_20
27640120,76407080,Baby Toddler vegetables and meat,17_20
27640810,76702400,"Toddler meal, pasta and vegetables",17_20
27641000,76700000,"Toddler meal, NFS",17_20
27642100,76407080,Baby Toddler vegetables and meat,17_20
27642110,76407080,Baby Toddler vegetables and meat,17_20
27642120,76407080,Baby Toddler vegetables and meat,17_20
27642130,76702200,"Toddler meal, rice and vegetables",17_20
27644110,76407080,Baby Toddler vegetables and meat,17_20
28310160,28340120,"Chicken or turkey broth, without tomato, home recipe",17_20
28310320,75652010,"Vegetable beef soup, home recipe",17_20
28310420,75652010,"Vegetable beef soup, home recipe",17_20
28311030,28315150,"Meat and corn hominy soup, home recipe, Mexican style",17_20
28317010,75652010,"Vegetable beef soup, home recipe",17_20
28340130,28340120,"Chicken or turkey broth, without tomato, home recipe",17_20
28340150,28340670,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",17_20
28340179,28340120,"Chicken or turkey broth, without tomato, home recipe",17_20
28340210,58403040,"Chicken or turkey noodle soup, home recipe",17_20
28340220,28340670,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",17_20
28340690,28340660,"Chicken or turkey vegetable soup, home recipe",17_20
28345010,28345110,"Chicken or turkey soup, cream of, NS as to prepared with milk or water",17_20
28345020,58403060,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",17_20
28345030,58403060,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",17_20
28345130,28345110,"Chicken or turkey soup, cream of, NS as to prepared with milk or water",17_20
28345160,28345110,"Chicken or turkey soup, cream of, NS as to prepared with milk or water",17_20
28350040,28340120,"Chicken or turkey broth, without tomato, home recipe",17_20
28350110,28355250,Lobster bisque,17_20
28350120,28350220,"Clam chowder, Manhattan",17_20
28351120,28355480,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",17_20
28351170,28355480,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",17_20
28355210,28355250,Lobster bisque,17_20
28355310,28355250,Lobster bisque,17_20
28355350,28355110,"Clam chowder, New England, NS as to prepared with water or milk",17_20
28355430,28355110,"Clam chowder, New England, NS as to prepared with water or milk",17_20
28360210,75649110,"Vegetable soup, home recipe",17_20
41601040,41601180,"Bean and ham soup, home recipe",17_20
41601080,41601180,"Bean and ham soup, home recipe",17_20
41601090,41601010,"Bean soup, NFS",17_20
41601110,41601180,"Bean and ham soup, home recipe",17_20
41601130,41601180,"Bean and ham soup, home recipe",17_20
41602010,41602030,Split pea and ham soup,17_20
41602070,41602050,Split pea soup,17_20
41602090,41602030,Split pea and ham soup,17_20
42301025,42301020,"Peanut butter sandwich, with regular peanut butter, on wheat bread",17_20
42301125,42301120,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",17_20
42302025,42302020,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",17_20
42302065,42302060,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",17_20
42302115,42302020,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",17_20
42302155,42302055,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",17_20
42302160,42302060,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",17_20
42302165,42302060,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",17_20
44201000,91705200,Chocolate chips,17_20
51184240,51184220,"Breadsticks, soft, frozen",17_20
51184250,51184260,"Breadsticks, soft, stuffed or topped with melted cheese",17_20
52101040,51186010,"Muffin, English",17_20
53101200,53101100,"Cake, angel food",17_20
53101250,53101100,"Cake, angel food",17_20
53102100,53102200,"Cake or cupcake, apple",17_20
53102600,53102700,"Cake or cupcake, banana",17_20
53104100,53104260,"Cake or cupcake, carrot",17_20
53104300,53104260,"Cake or cupcake, carrot",17_20
53105500,53108200,"Snack cake, chocolate",17_20
53108220,53108200,"Snack cake, chocolate",17_20
53109220,53109200,"Snack cake, white",17_20
53109300,53118500,"Cake, torte",17_20
53114000,53114100,"Cake or cupcake, lemon",17_20
53115100,53115200,"Cake or cupcake, marble",17_20
53115310,53100100,"Cake or cupcake, NFS",17_20
53115320,53100100,"Cake or cupcake, NFS",17_20
53115410,53100100,"Cake or cupcake, NFS",17_20
53116020,53116000,"Cake, pound",17_20
53116270,53116000,"Cake, pound",17_20
53116350,53116000,"Cake, pound",17_20
53116390,53116000,"Cake, pound",17_20
53116500,53116510,"Cake or cupcake, pumpkin",17_20
53116550,53102200,"Cake or cupcake, apple",17_20
53116570,53441210,Basbousa,17_20
53116600,53105310,"Cake or cupcake, gluten free",17_20
53116650,51161250,"Pan Dulce, no topping",17_20
53117100,53117200,"Cake or cupcake, spice",17_20
53118200,53118100,"Cake, sponge",17_20
53118300,53118100,"Cake, sponge",17_20
53118410,53106500,"Cake, cream",17_20
53120275,53121275,"Cake or cupcake, white, no icing",17_20
53122070,53123070,"Cake, strawberry shortcake",17_20
53122080,53123070,"Cake, strawberry shortcake",17_20
53123080,53123070,"Cake, strawberry shortcake",17_20
53123500,53123070,"Cake, strawberry shortcake",17_20
53204860,53204840,"Cookie, brownie, reduced fat, NS as to icing",17_20
53220040,53220030,"Cookie, fig bar",17_20
53300170,53300200,"Tart, all types",17_20
53300180,53301070,"Pie, apple, fast food",17_20
53301080,53301070,"Pie, apple, fast food",17_20
53301500,53301000,"Pie, apple",17_20
53302000,53300100,"Pie, NFS",17_20
53302070,53300200,"Tart, all types",17_20
53302080,53301070,"Pie, apple, fast food",17_20
53303000,53303500,"Pie, berry",17_20
53303070,53300200,"Tart, all types",17_20
53303510,53303500,"Pie, berry",17_20
53303570,53300200,"Tart, all types",17_20
53304070,53300200,"Tart, all types",17_20
53305010,53305000,"Pie, cherry",17_20
53305070,53300200,"Tart, all types",17_20
53305080,53301070,"Pie, apple, fast food",17_20
53305720,53300200,"Tart, all types",17_20
53305750,53301070,"Pie, apple, fast food",17_20
53306000,53300100,"Pie, NFS",17_20
53307050,53307000,"Pie, peach",17_20
53307070,53300200,"Tart, all types",17_20
53307080,53301070,"Pie, apple, fast food",17_20
53307500,53300100,"Pie, NFS",17_20
53307570,53300200,"Tart, all types",17_20
53308000,53300100,"Pie, NFS",17_20
53308070,53300200,"Tart, all types",17_20
53309000,53300100,"Pie, NFS",17_20
53309070,53300200,"Tart, all types",17_20
53310000,53303500,"Pie, berry",17_20
53310050,53303500,"Pie, berry",17_20
53311000,53312000,"Pie, strawberry",17_20
53313000,53312000,"Pie, strawberry",17_20
53314000,53300200,"Tart, all types",17_20
53340000,53301000,"Pie, apple",17_20
53340500,53305000,"Pie, cherry",17_20
53341070,53300200,"Tart, all types",17_20
53341500,53344000,"Pie, custard",17_20
53341750,53344000,"Pie, custard",17_20
53342070,53300200,"Tart, all types",17_20
53343070,53300200,"Tart, all types",17_20
53344070,53300200,"Tart, all types",17_20
53344200,53300200,"Tart, all types",17_20
53345000,53381000,"Pie, lemon meringue",17_20
53345070,53300200,"Tart, all types",17_20
53347070,53300200,"Tart, all types",17_20
53347500,53300100,"Pie, NFS",17_20
53347600,53360000,"Pie, sweet potato",17_20
53348000,53300100,"Pie, NFS",17_20
53348070,53300200,"Tart, all types",17_20
53370000,53365000,"Pie, vanilla cream",17_20
53371000,53342000,"Pie, chocolate cream",17_20
53373000,53342000,"Pie, chocolate cream",17_20
53381070,53300200,"Tart, all types",17_20
53382000,53342000,"Pie, chocolate cream",17_20
53385070,53300200,"Tart, all types",17_20
53386000,53365000,"Pie, vanilla cream",17_20
53387000,53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",17_20
53390000,53300100,"Pie, NFS",17_20
53390100,53300100,"Pie, NFS",17_20
53391200,53300100,"Pie, NFS",17_20
53400200,55400010,"Crepe, NFS",17_20
53400300,55400010,"Crepe, NFS",17_20
53410200,53410100,"Cobbler, apple",17_20
53410850,53410100,"Cobbler, apple",17_20
53410880,53410100,"Cobbler, apple",17_20
53410900,53410300,"Cobbler, berry",17_20
53415200,53415120,"Fritter, fruit",17_20
53415220,53415120,"Fritter, fruit",17_20
53420310,53415110,"Fritter, plain",17_20
53430000,55400010,"Crepe, NFS",17_20
53430750,53430700,"Tamale, sweet",17_20
53440800,53440000,"Strudel, apple",17_20
53450300,53450000,"Turnover, fruit",17_20
53450500,53450000,"Turnover, fruit",17_20
53450800,53450000,"Turnover, fruit",17_20
53451000,53450000,"Turnover, fruit",17_20
53451500,53450000,"Turnover, fruit",17_20
53451750,53450000,"Turnover, fruit",17_20
53453170,53453150,"Empanada, fruit",17_20
53803050,53803100,Baby Toddler cookie,17_20
53803250,53803300,Baby Toddler biscuit,17_20
54339000,54001000,"Crackers, NFS",17_20
54350010,54350100,"Baby Toddler puffs, fruit",17_20
54350020,54350100,"Baby Toddler puffs, fruit",17_20
54401095,54404000,"Popcorn chips, plain",17_20
54403055,54403054,"Popcorn, microwave, low sodium",17_20
54403061,54403057,"Popcorn, microwave, flavored, light",17_20
54403062,54403058,"Popcorn, microwave, cheese flavored",17_20
54403084,54403083,"Popcorn, ready-to-eat, low sodium",17_20
54403086,54403057,"Popcorn, microwave, flavored, light",17_20
54403091,54403057,"Popcorn, microwave, flavored, light",17_20
54403092,54403058,"Popcorn, microwave, cheese flavored",17_20
55100015,55101015,"Pancakes, plain, reduced fat",17_20
55100035,55105205,"Pancakes, whole grain, reduced fat",17_20
55100040,55106000,"Pancakes, gluten free",17_20
55100070,55100065,"Pancakes, whole grain, fast food / restaurant",17_20
55105000,55105200,"Pancakes, whole grain",17_20
55105100,55105200,"Pancakes, whole grain",17_20
55200090,55208000,"Waffle, gluten free",17_20
55204000,55205000,"Waffle, whole grain",17_20
55211050,55200030,"Waffle, plain, reduced fat",17_20
55212000,55200070,"Waffle, whole grain, reduced fat",17_20
55300030,55301015,"French toast, whole grain",17_20
55300040,55301025,"French toast, gluten free",17_20
55300055,55301015,"French toast, whole grain",17_20
55301010,55301000,"French toast, plain",17_20
55301020,55301015,"French toast, whole grain",17_20
55301030,55301031,French toast sticks,17_20
55301050,55301031,French toast sticks,17_20
55301055,55301015,"French toast, whole grain",17_20
56200390,56200410,Barley,17_20
56200400,56200410,Barley,17_20
56200490,56200510,Buckwheat groats,17_20
56200500,56200510,Buckwheat groats,17_20
56201000,56200990,"Grits, NFS",17_20
56201040,56200990,"Grits, NFS",17_20
56201055,56201050,"Grits, regular or quick, made with water, NS as to fat",17_20
56201056,56201051,"Grits, regular or quick, made with water, no added fat",17_20
56201057,56201052,"Grits, regular or quick, made with water, fat added",17_20
56201065,56201050,"Grits, regular or quick, made with water, NS as to fat",17_20
56201066,56201051,"Grits, regular or quick, made with water, no added fat",17_20
56201067,56201052,"Grits, regular or quick, made with water, fat added",17_20
56201340,56201220,"Grits, instant, made with water, fat added",17_20
56201342,56201210,"Grits, instant, made with water, no added fat",17_20
56201344,56201230,"Grits, instant, made with water, NS as to fat",17_20
56201350,56201230,"Grits, instant, made with water, NS as to fat",17_20
56201355,56201210,"Grits, instant, made with water, no added fat",17_20
56201360,56201220,"Grits, instant, made with water, fat added",17_20
56201550,52202060,"Cornbread, made from home recipe",17_20
56201990,56202000,Millet,17_20
56202100,56202000,Millet,17_20
56202910,56202905,"Oatmeal, fast food, flavored",17_20
56202920,56202905,"Oatmeal, fast food, flavored",17_20
56203000,56202960,"Oatmeal, NFS",17_20
56203040,56202960,"Oatmeal, NFS",17_20
56203055,56203057,"Oatmeal, regular or quick, made with water, fat added",17_20
56203065,56203067,"Oatmeal, regular or quick, made with milk, fat added",17_20
56203075,56203077,"Oatmeal, regular or quick, made with non-dairy milk, fat added",17_20
56203085,56203087,"Oatmeal, instant, plain, made with water, fat added",17_20
56203095,56203097,"Oatmeal, instant, plain, made with milk, fat added",17_20
56203105,56203107,"Oatmeal, instant, plain, made with non-dairy milk, fat added",17_20
56203125,56203130,"Oatmeal, instant, maple flavored, no added fat",17_20
56203150,56203155,"Oatmeal, instant, fruit flavored, no added fat",17_20
56203170,56203130,"Oatmeal, instant, maple flavored, no added fat",17_20
56203175,56203130,"Oatmeal, instant, maple flavored, no added fat",17_20
56203180,56203135,"Oatmeal, instant, maple flavored, fat added",17_20
56203500,56203555,"Oatmeal, reduced sugar",17_20
56203510,56203555,"Oatmeal, reduced sugar",17_20
56203520,56203555,"Oatmeal, reduced sugar",17_20
56203550,56203555,"Oatmeal, reduced sugar",17_20
56203560,56203555,"Oatmeal, reduced sugar",17_20
56203600,56203610,"Oatmeal, multigrain",17_20
56203620,56203610,"Oatmeal, multigrain",17_20
56205090,56205050,Cream of rice,17_20
56205092,56205050,Cream of rice,17_20
56205094,56205050,Cream of rice,17_20
56207000,56206990,"Cream of wheat, NFS",17_20
56207005,56206990,"Cream of wheat, NFS",17_20
56207015,56207016,"Cream of wheat, regular or quick, made with water, no added fat",17_20
56207021,56207016,"Cream of wheat, regular or quick, made with water, no added fat",17_20
56207022,56207016,"Cream of wheat, regular or quick, made with water, no added fat",17_20
56207023,56207017,"Cream of wheat, regular or quick, made with water, fat added",17_20
56207025,56207016,"Cream of wheat, regular or quick, made with water, no added fat",17_20
56207026,56207016,"Cream of wheat, regular or quick, made with water, no added fat",17_20
56207027,56207017,"Cream of wheat, regular or quick, made with water, fat added",17_20
56207070,56207030,"Cream of wheat, instant, made with water, no added fat",17_20
56207094,56207060,"Cream of wheat, instant, made with water, fat added",17_20
56207095,56207030,"Cream of wheat, instant, made with water, no added fat",17_20
56207096,56207030,"Cream of wheat, instant, made with water, no added fat",17_20
56207101,56207030,"Cream of wheat, instant, made with water, no added fat",17_20
56207102,56207030,"Cream of wheat, instant, made with water, no added fat",17_20
56207103,56207060,"Cream of wheat, instant, made with water, fat added",17_20
56207190,56207200,"Whole wheat cereal, cooked",17_20
56207210,56207200,"Whole wheat cereal, cooked",17_20
56208510,56208500,"Oat bran cereal, cooked",17_20
56208520,56208500,"Oat bran cereal, cooked",17_20
56209000,56205050,Cream of rice,17_20
56210000,57820200,"Baby Toddler cereal, oatmeal, ready-to-eat",17_20
57000100,57123000,"Cereal, O's, plain",17_20
57101000,57207000,"Cereal, bran flakes, plain",17_20
57103000,57304100,"Cereal, oat squares",17_20
57104000,57221700,"Cereal, fruit rings",17_20
57106050,57301600,"Cereal, multigrain",17_20
57106060,57103100,"Cereal, O's, flavored",17_20
57106260,57103100,"Cereal, O's, flavored",17_20
57117000,57119000,"Cereal, crunch",17_20
57117500,57119000,"Cereal, crunch",17_20
57120000,57119000,"Cereal, crunch",17_20
57124030,57240100,"Cereal, corn squares, flavored",17_20
57124050,57240100,"Cereal, corn squares, flavored",17_20
57124100,57103100,"Cereal, O's, flavored",17_20
57124300,57305150,"Cereal, frosted oats with marshmallows",17_20
57127000,57126000,"Cereal, chocolate crispy",17_20
57128000,57124200,"Cereal, chocolate puffs",17_20
57130000,57124200,"Cereal, chocolate puffs",17_20
57135000,57134000,"Cereal, corn flakes, plain",17_20
57143500,57301600,"Cereal, multigrain",17_20
57206700,57207000,"Cereal, bran flakes, plain",17_20
57206710,57301600,"Cereal, multigrain",17_20
57206715,57301600,"Cereal, multigrain",17_20
57208000,57207000,"Cereal, bran flakes, plain",17_20
57209000,57207000,"Cereal, bran flakes, plain",17_20
